location_name,latitude,longitude,total_pois,pois_fetched,ACCESS_GATEWAY,ADMINISTRATIVE_DIVISION,ADVENTURE_SPORTS_VENUE,AGRICULTURE,AIRPORT,AMUSEMENT_PARK,AUTOMOTIVE_DEALER,BANK,BEACH,BUILDING_POINT,BUSINESS_PARK,CAFE_PUB,CAMPING_GROUND,CAR_WASH,CASH_DISPENSER,CASINO,CINEMA,CITY_CENTER,CLUB_ASSOCIATION,COLLEGE_UNIVERSITY,COMMERCIAL_BUILDING,COMMUNITY_CENTER,COMPANY,COURTHOUSE,CULTURAL_CENTER,DENTIST,DEPARTMENT_STORE,DOCTOR,ELECTRIC_VEHICLE_STATION,EMBASSY,EMERGENCY_MEDICAL_SERVICE,ENTERTAINMENT,EXCHANGE,EXHIBITION_CONVENTION_CENTER,FERRY_TERMINAL,FIRE_STATION_BRIGADE,FRONTIER_CROSSING,FUEL_FACILITIES,GEOGRAPHIC_FEATURE,GOLF_COURSE,GOVERNMENT_OFFICE,HEALTH_CARE_SERVICE,HELIPAD_HELICOPTER_LANDING,HOLIDAY_RENTAL,HOSPITAL_POLYCLINIC,HOTEL_MOTEL,ICE_SKATING_RINK,IMPORTANT_TOURIST_ATTRACTION,INDUSTRIAL_BUILDING,LEISURE_CENTER,LIBRARY,MANUFACTURING_FACILITY,MARINA,MARKET,MEDIA_FACILITY,MILITARY_INSTALLATION,MOTORING_ORGANIZATION_OFFICE,MOUNTAIN_PASS,MUSEUM,NATIVE_RESERVATION,NIGHTLIFE,NON_GOVERNMENTAL_ORGANIZATION,OPEN_PARKING_AREA,OTHER,PARKING_GARAGE,PARK_RECREATION_AREA,PETROL_STATION,PHARMACY,PLACE_OF_WORSHIP,POLICE_STATION,PORT_WAREHOUSE_FACILITY,POST_OFFICE,PRIMARY_RESOURCE_UTILITY,PRISON_CORRECTIONAL_FACILITY,PUBLIC_AMENITY,PUBLIC_TRANSPORT_STOP,RAILWAY_STATION,RENT_A_CAR_FACILITY,RENT_A_CAR_PARKING,REPAIR_FACILITY,RESEARCH_FACILITY,RESIDENTIAL_ACCOMMODATION,RESTAURANT,RESTAURANT_AREA,REST_AREA,SCENIC_PANORAMIC_VIEW,SCHOOL,SHOP,SHOPPING_CENTER,SPORTS_CENTER,STADIUM,SWIMMING_POOL,TENNIS_COURT,THEATER,TOURIST_INFORMATION_OFFICE,TRAFFIC_LIGHT,TRAFFIC_SERVICE_CENTER,TRAFFIC_SIGN,TRAIL_SYSTEM,TRANSPORT_AUTHORITY_VEHICLE_REGISTRATION,TRUCK_STOP,VETERINARIAN,WATER_SPORT,WEIGH_STATION,WELFARE_ORGANIZATION,WINERY,ZOOS_ARBORETA_BOTANICAL_GARDEN,raw_classifications,unique_classifications,non_zero_categories
"Hisar City, Haryana",28.8994857,76.5532936,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,25,0,0,4,0,0,0,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NIGHTLIFE, INDUSTRIAL_BUILDING, PETROL_STATION, REPAIR_FACILITY, RESTAURANT, CAFE_PUB, PLACE_OF_WORSHIP, SCHOOL, DENTIST, SHOP, MARKET, COMPANY, DOCTOR, EXHIBITION_CONVENTION_CENTER, PHARMACY",15,15
"Karnal City, Haryana",29.6531038,77.0078492,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, PLACE_OF_WORSHIP",2,2
"Panipat City, Haryana",29.4283503,76.9533079,7,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BANK, PLACE_OF_WORSHIP, SCHOOL, AUTOMOTIVE_DEALER, HOSPITAL_POLYCLINIC, PHARMACY",6,6
"Berhampur City, Odisha",20.4032641,86.2026906,11,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POST_OFFICE, CAFE_PUB, PLACE_OF_WORSHIP, SCHOOL, GOVERNMENT_OFFICE",5,5
"Koraput City, Odisha",18.8131994,82.7126008,100,100,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NIGHTLIFE, GEOGRAPHIC_FEATURE, RESTAURANT, CAFE_PUB, BANK, PARK_RECREATION_AREA, PLACE_OF_WORSHIP, SCHOOL, AUTOMOTIVE_DEALER, SHOP, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, COMPANY, DOCTOR, PHARMACY, POLICE_STATION",17,17
"Sambalpur City, Odisha",21.4594222,83.9743315,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,8,3,1,0,1,0,0,1,0,0,0,0,2,0,6,0,0,0,0,8,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"POST_OFFICE, SCHOOL, COMPANY, DOCTOR, IMPORTANT_TOURIST_ATTRACTION, PHARMACY, NIGHTLIFE, GOVERNMENT_OFFICE, HOTEL_MOTEL, PUBLIC_AMENITY, COLLEGE_UNIVERSITY, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SPORTS_CENTER, REPAIR_FACILITY, SHOP, WELFARE_ORGANIZATION, OPEN_PARKING_AREA, PETROL_STATION, POLICE_STATION",20,20
"Gaya City, Bihar",24.7924837,85.0077092,100,100,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POST_OFFICE, RESTAURANT, CAFE_PUB, BANK, PLACE_OF_WORSHIP, SHOP, COMMERCIAL_BUILDING, MARKET, GOVERNMENT_OFFICE, COMPANY, PHARMACY",11,11
"Muzaffarpur City, Bihar",26.1227209,85.3786314,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,2,0,2,0,0,0,0,2,11,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POST_OFFICE, CLUB_ASSOCIATION, DOCTOR, PHARMACY, NIGHTLIFE, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, PUBLIC_AMENITY, RAILWAY_STATION, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, HOSPITAL_POLYCLINIC, GEOGRAPHIC_FEATURE, RESTAURANT, CAFE_PUB, SHOP, OPEN_PARKING_AREA, POLICE_STATION",19,19
"Dhanbad City, Jharkhand",23.7940427,86.4261706,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GEOGRAPHIC_FEATURE, RESTAURANT, RESIDENTIAL_ACCOMMODATION, SHOP, COMMERCIAL_BUILDING, HOTEL_MOTEL, DOCTOR, PUBLIC_AMENITY, IMPORTANT_TOURIST_ATTRACTION, HOSPITAL_POLYCLINIC, PHARMACY, COMPANY",12,12
"Jamshedpur City, Jharkhand",22.843639,86.212528,100,100,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,30,0,11,7,0,0,0,9,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HEALTH_CARE_SERVICE, RESTAURANT, REPAIR_FACILITY, CAFE_PUB, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SCHOOL, SPORTS_CENTER, AUTOMOTIVE_DEALER, SHOP, MEDIA_FACILITY, GOVERNMENT_OFFICE, HOTEL_MOTEL, DOCTOR, COMPANY, COMMERCIAL_BUILDING, HOSPITAL_POLYCLINIC, PHARMACY",18,18
"Shillong City, Meghalaya",25.5762291,91.8828636,100,100,0,0,0,0,0,0,1,7,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,44,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NIGHTLIFE, HOLIDAY_RENTAL, RESTAURANT, CAFE_PUB, BANK, PARKING_GARAGE, PLACE_OF_WORSHIP, AUTOMOTIVE_DEALER, COMMERCIAL_BUILDING, MARKET, OPEN_PARKING_AREA, HOTEL_MOTEL, GOVERNMENT_OFFICE, SHOP, IMPORTANT_TOURIST_ATTRACTION, COMPANY, PHARMACY",17,17
"Imphal City, Manipur",24.8021535,93.938618,100,100,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,4,0,0,4,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,24,0,0,0,2,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,5,1,4,0,3,0,1,0,0,0,0,0,0,0,1,16,0,0,0,8,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"POST_OFFICE, BANK, SCHOOL, COMPANY, DOCTOR, IMPORTANT_TOURIST_ATTRACTION, LIBRARY, PHARMACY, PARK_RECREATION_AREA, THEATER, GOVERNMENT_OFFICE, HOTEL_MOTEL, COLLEGE_UNIVERSITY, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, CINEMA, PRISON_CORRECTIONAL_FACILITY, EXHIBITION_CONVENTION_CENTER, HOSPITAL_POLYCLINIC, RESTAURANT, CAFE_PUB, SHOP, OPEN_PARKING_AREA, PETROL_STATION, POLICE_STATION",25,25
"Aizawl City, Mizoram",23.7243713,92.7186455,100,100,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PETROL_STATION, POST_OFFICE, RESTAURANT, BANK, PARK_RECREATION_AREA, PLACE_OF_WORSHIP, SCHOOL, SPORTS_CENTER, SHOP, COMMERCIAL_BUILDING, GOVERNMENT_OFFICE, HOTEL_MOTEL, COMPANY, MEDIA_FACILITY, PHARMACY, COURTHOUSE, EXCHANGE",17,17
"Kohima City, Nagaland",25.6749234,94.1105241,100,100,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,2,1,0,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,1,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,19,2,0,4,0,0,1,0,0,0,0,0,0,0,3,0,0,0,5,3,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POST_OFFICE, BANK, PARKING_GARAGE, STADIUM, SHOPPING_CENTER, SCHOOL, COMPANY, DOCTOR, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, PUBLIC_AMENITY, COLLEGE_UNIVERSITY, PLACE_OF_WORSHIP, SPORTS_CENTER, COMMERCIAL_BUILDING, EXHIBITION_CONVENTION_CENTER, HOSPITAL_POLYCLINIC, CAFE_PUB, RESTAURANT, DENTIST, SHOP, MUSEUM, COURTHOUSE, POLICE_STATION",25,25
"Agartala City, Tripura",23.8338203,91.2824216,100,100,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,1,2,0,0,1,0,0,1,0,0,0,0,7,0,1,0,0,0,0,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POST_OFFICE, BANK, SHOPPING_CENTER, COMPANY, IMPORTANT_TOURIST_ATTRACTION, LIBRARY, PHARMACY, PARK_RECREATION_AREA, GOVERNMENT_OFFICE, PUBLIC_AMENITY, HOLIDAY_RENTAL, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, GEOGRAPHIC_FEATURE, REPAIR_FACILITY, SHOP, MUSEUM, OPEN_PARKING_AREA, PETROL_STATION",19,19
